property_id,status,year_built,garage,stories,beds,baths,type,lot_sqft,sqft,sold_price,sold_date,last_update_date,city,state,postal_code,tags,garage_1_or_more,central_air,community_outdoor_space,dishwasher,basement,fireplace,forced_air,single_story,two_or_more_stories,garage_2_or_more,hardwood_floors,laundry_room,washer_dryer,shopping,recreation_facilities,dining_room,community_security_features,view,central_heat,family_room,city_view,fenced_yard,big_lot,floor_plan,new_roof,rental_property,updated_kitchen,community_swimming_pool,farm,ensuite,corner_lot,ranch,big_yard,modern_kitchen,energy_efficient,open_floor_plan,state_avg_price,city_avg_price
9389754366,sold,1970,0,2,8,8,multi_family,0.0,4290.0,425000.0,2024-01-08,2024-01-08 00:00:00,Tallahassee,Florida,32303,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'two_or_more_stories', 'rental_property']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313049.3714285714,313049.3714285714
8163998846,sold,1957,0,1,3,1,single_family,12632.0,1380.0,125000.0,2024-01-05,2024-01-05 00:00:00,Montgomery,Alabama,36109,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'hardwood_floors', 'single_story', 'big_lot']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186949.1081081081,186949.1081081081
5763584946,sold,2005,2,2,3,2,townhomes,4497.0,1848.0,279000.0,2023-11-27,2023-11-28 00:00:00,Dover,Delaware,19904,"['central_air', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'private_bathroom', 'master_bedroom', 'shopping']",1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319318.85,319318.85
1568791095,sold,2001,2,0,3,2,single_family,4792.0,1208.0,366000.0,2024-01-05,2024-01-06 00:00:00,Salem,Oregon,97301,"['central_heat', 'community_outdoor_space', 'cul_de_sac', 'forced_air', 'hardwood_floors', 'garage_1_or_more', 'garage_2_or_more', 'single_story']",1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400552.0833333333,400552.0833333333
5486134225,sold,1999,2,0,4,4,single_family,31363.0,2638.0,450000.0,2023-08-10,2023-08-10 00:00:00,Columbia,South Carolina,29212,"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'hardwood_floors', 'garage_1_or_more', 'garage_2_or_more', 'single_story', 'cathedral_ceiling', 'floor_plan', 'big_lot', 'new_roof', 'lake']",1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,203069.24,188072.4090909091
9375943368,sold,2018,1,1,1,1,condos,0.0,736.0,560000.0,2024-01-10,2024-01-16 00:00:00,Boston,Massachusetts,02135,"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_security_features', 'dishwasher', 'hardwood_floors', 'laundry_room', 'pets_allowed', 'recreation_facilities', 'river_view', 'view', 'washer_dryer', 'water_view', 'basement', 'single_story', 'garage_1_or_more', 'waterfront', 'modern_kitchen', 'high_ceiling', 'smart_homes', 'clubhouse', 'playground']",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1349702.7027027027,1349702.7027027027
8225042386,sold,1952,1,0,2,1,single_family,8015.0,720.0,69500.0,2024-01-09,2024-01-16 00:00:00,Des Moines,Iowa,50316,"['central_air', 'forced_air', 'basement', 'garage_1_or_more', 'farm', 'ranch']",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,281314.75,219097.02702702704
2413516709,sold,1960,2,1,3,3,single_family,10454.0,2569.0,750000.0,2023-11-01,2023-11-02 00:00:00,Denver,Colorado,80222,"['central_air', 'corner_lot', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'updated_kitchen', 'modern_kitchen', 'private_backyard', 'new_roof', 'views']",1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,660956.1052631579,660956.1052631579
2429782422,sold,1955,2,1,4,3,single_family,11326.0,2700.0,1038712.0,2023-12-26,2023-12-27 00:00:00,Phoenix,Arizona,85016,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'hill_or_mountain_view', 'view', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'detached_guest_house', 'guest_house', 'floor_plan', 'no_hoa', 'rental_property', 'farm', 'ranch', 'new_roof', 'shopping']",1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,538966.6842105263,561153.9411764706
5172497602,sold,2003,2,2,4,3,single_family,10036.0,2204.0,430000.0,2023-12-29,2023-12-29 00:00:00,Dover,Delaware,19904,"['central_air', 'central_heat', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'corner_lot', 'furniture', 'ensuite', 'park', 'groundscare', 'shopping']",1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,319318.85,319318.85
8239445138,sold,1955,0,1,2,1,single_family,6970.0,785.0,134000.0,2024-01-12,2024-01-12 00:00:00,Lincoln,Nebraska,68507,"['forced_air', 'basement', 'single_story', 'rental_property', 'fixer_upper']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,326655.55555555556,326655.55555555556
4015042806,sold,1984,0,1,4,4,multi_family,0.0,2030.0,215000.0,2023-12-07,2023-12-07 00:00:00,Frankfort,Kentucky,40601,"['forced_air', 'single_story', 'big_lot', 'investment_opportunity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282115.85365853657,282115.85365853657
4011047709,sold,1910,0,0,8,2,multi_family,7405.0,4592.0,362500.0,2024-01-05,2024-01-05 00:00:00,Hartford,Connecticut,06105,"['community_outdoor_space', 'corner_lot', 'fireplace', 'laundry_room', 'recreation_facilities', 'basement', 'rental_property', 'fixer_upper']",0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,301497.22222222225,301497.22222222225
9615451897,sold,2022,2,1,3,2,single_family,29185.0,1578.0,425000.0,2024-01-11,2024-01-11 00:00:00,Raleigh,North Carolina,27603,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'forced_air', 'laundry_room', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'big_lot', 'farm', 'ranch', 'maintenance', 'shopping']",1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,535384.1666666666,535384.1666666666
1489826213,sold,1971,2,1,3,2,single_family,6970.0,1867.0,465000.0,2023-12-20,2023-12-21 00:00:00,Carson City,Nevada,89701,"['community_outdoor_space', 'den_or_office', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hill_or_mountain_view', 'laundry_room', 'recreation_facilities', 'rv_or_boat_parking', 'view', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'updated_kitchen', 'park', 'shopping']",1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,523797.34210526315,523797.34210526315
5401993291,sold,1910,0,2,3,3,single_family,2749.0,2000.0,524950.0,2024-01-12,2024-01-12 00:00:00,Richmond,Virginia,23223,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'updated_kitchen', 'big_bathroom']",0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408832.8157894737,454472.7916666667
6135998795,sold,2005,2,1,3,3,townhomes,3485.0,1832.0,410000.0,2024-01-10,2024-01-11 00:00:00,Raleigh,North Carolina,27617,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'ensuite', 'new_roof', 'clubhouse', 'maintenance', 'shopping']",1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,535384.1666666666,535384.1666666666
3143127576,sold,1925,0,1,2,1,single_family,6534.0,774.0,75000.0,2024-01-08,2024-01-09 00:00:00,Lansing,Michigan,48912,"['dishwasher', 'washer_dryer', 'basement', 'single_story', 'fenced_yard', 'community_center']",0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152806.94444444444,152806.94444444444
5362386625,sold,1954,0,1,3,1,single_family,213444.0,0.0,220000.0,2023-11-14,2023-11-14 00:00:00,Columbia,South Carolina,29203,"['community_outdoor_space', 'dishwasher', 'laundry_room', 'recreation_facilities', 'single_story', 'guest_house', 'outbuilding', 'big_lot', 'new_roof']",0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,203069.24,188072.4090909091
3154120327,sold,1996,2,2,3,4,single_family,7492.0,2741.0,530000.0,2023-10-09,2023-10-11 00:00:00,Indianapolis,Indiana,46226,"['central_air', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234594.10344827586,237793.89285714287
4150150346,sold,1920,0,1,2,1,single_family,6098.0,794.0,145000.0,2023-10-20,2023-10-21 00:00:00,Columbus,Ohio,43207,"['central_air', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'big_yard', 'master_bedroom', 'investment_opportunity']",0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382288.5714285714,409500.0
3922485640,sold,1900,0,0,4,0,multi_family,1307.0,1980.0,225000.0,2024-01-04,2024-01-06 00:00:00,Harrisburg,Pennsylvania,17110,"['fireplace', 'forced_air']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238800.48780487804,238800.48780487804
7869477389,sold,1968,2,2,4,3,single_family,8276.0,2030.0,450000.0,2024-01-08,2024-01-08 00:00:00,Madison,Wisconsin,53705,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'game_room', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'wooded_land', 'rental_property', 'lake', 'beach']",1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,418597.22222222225,414290.32258064515
1727013083,sold,2015,2,2,4,4,single_family,4370.0,3563.0,1550000.0,2023-11-15,2023-11-15 00:00:00,Denver,Colorado,80211,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'private_backyard', 'fenced_yard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'master_suite', 'park', 'groundscare']",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,660956.1052631579,660956.1052631579
5923209375,sold,1900,2,0,6,0,multi_family,0.0,2349.0,359000.0,2023-12-22,2023-12-23 00:00:00,Trenton,New Jersey,08611,"['disability_features', 'garage_1_or_more', 'garage_2_or_more', 'basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'high_ceiling', 'rental_property', 'new_roof']",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,255675.0,203096.7741935484
8858263293,sold,1928,2,2,4,4,single_family,6098.0,3106.0,747000.0,2024-01-12,2024-01-15 00:00:00,Saint Paul,Minnesota,55116,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen']",1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,390273.56097560975,374005.8378378378
3074595508,sold,1974,0,1,3,1,single_family,4617.0,1044.0,117000.0,2023-12-29,2023-12-29 00:00:00,Lansing,Michigan,48906,"['community_outdoor_space', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard', 'farm', 'ranch']",1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,152806.94444444444,152806.94444444444
8782779002,sold,2004,2,1,3,2,single_family,9583.0,2488.0,320000.0,2024-01-04,2024-01-05 00:00:00,Montgomery,Alabama,36117,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_park', 'community_security_features', 'dishwasher', 'energy_efficient', 'fireplace', 'lake_view', 'laundry_room', 'recreation_facilities', 'water_view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'modern_kitchen', 'large_kitchen', 'pond', 'clubhouse', 'trails', 'hoa', 'maintenance']",1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,186949.1081081081,186949.1081081081
9931818866,sold,1920,2,3,6,3,multi_family,3202.0,3201.0,590000.0,2024-01-02,2024-01-10 00:00:00,Providence,Rhode Island,02905,"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593717.6764705882,601860.6363636364
3073226513,sold,1894,0,1,2,1,condos,6970.0,800.0,220000.0,2023-12-29,2023-12-30 00:00:00,Providence,Rhode Island,02907,"['central_heat', 'basement', 'single_story', 'high_ceiling', 'cathedral_ceiling', 'exposed_brick', 'rental_property', 'shopping']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,593717.6764705882,601860.6363636364
1732525693,sold,1967,2,1,4,3,single_family,9740.0,3384.0,675000.0,2023-12-28,2023-12-30 00:00:00,Denver,Colorado,80231,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'spa_or_hot_tub', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'efficient', 'farm', 'ranch', 'new_roof', 'park', 'golf_course', 'trails']",1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,660956.1052631579,660956.1052631579
6370608447,sold,1920,0,1,2,1,single_family,4356.0,1086.0,420000.0,2024-01-08,2024-01-10 00:00:00,Atlanta,Georgia,30317,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'fenced_yard', 'front_porch', 'new_roof']",0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,548372.0588235294,530643.1034482758
4274140740,sold,1875,1,0,4,2,multi_family,2178.0,0.0,158000.0,2024-01-05,2024-01-06 00:00:00,Albany,New York,12202,"['city_view', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'basement', 'garage_1_or_more', 'fenced_yard', 'investment_opportunity', 'trails']",1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265458.5294117647,245606.55172413794
6659718392,sold,1925,0,2,3,1,townhomes,1925.0,840.0,106000.0,2023-12-12,2023-12-13 00:00:00,Trenton,New Jersey,08609,"['forced_air', 'washer_dryer', 'basement', 'two_or_more_stories']",0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255675.0,203096.7741935484
9411148899,sold,2003,3,1,3,2,single_family,14810.0,2238.0,300000.0,2023-09-22,2023-09-22 00:00:00,Springfield,Illinois,62712,"['central_air', 'community_outdoor_space', 'fireplace', 'forced_air', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'fenced_yard', 'farm', 'ranch', 'pond']",1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,956993.78125,956993.78125
6854520038,sold,1947,0,2,3,2,single_family,8030.0,1526.0,450000.0,2023-12-21,2023-12-22 00:00:00,Annapolis,Maryland,21403,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'basement', 'two_or_more_stories', 'marina']",0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817187.2777777778,817187.2777777778
6665149008,sold,1986,0,2,4,2,single_family,11282.0,1788.0,332000.0,2024-01-12,2024-01-12 00:00:00,Highland Springs,Virginia,23223,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'laundry_room', 'basement', 'two_or_more_stories']",0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408832.8157894737,332000.0
7337218113,sold,1990,0,2,4,4,single_family,284011.0,4012.0,1041750.0,2023-07-21,2023-10-20 00:00:00,Antioch,Tennessee,37013,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758053.8461538461,1250000.0
4043327657,sold,2000,0,1,2,1,single_family,0.0,800.0,169900.0,2023-12-27,2023-12-28 00:00:00,Frankfort,Kentucky,40601,"['city_view', 'community_outdoor_space', 'dishwasher', 'forced_air', 'laundry_room', 'view', 'basement', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'front_porch', 'trails', 'groundscare']",1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,282115.85365853657,282115.85365853657
7562349221,sold,2015,2,1,3,3,townhomes,4684.0,2304.0,364500.0,2024-01-08,2024-01-08 00:00:00,Lincoln,Nebraska,68516,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'view', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'views']",1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,326655.55555555556,326655.55555555556
3095286513,sold,1925,1,0,3,2,single_family,7405.0,1534.0,68750.0,2023-12-28,2023-12-28 00:00:00,Charleston,West Virginia,25312,"['basement', 'garage_1_or_more', 'outbuilding', 'big_lot']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40953.17647058824,38803.375
7562561110,sold,1985,3,2,4,4,single_family,15594.0,3700.0,675000.0,2024-01-16,2024-01-16 00:00:00,Shoreview,Minnesota,55126,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'media_room', 'trails']",1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390273.56097560975,547500.0
2260911850,sold,1986,2,1,2,2,mobile,10659.0,1440.0,365000.0,2024-01-11,2024-01-12 00:00:00,Olympia,Washington,98502,"['community_boat_facilities', 'community_clubhouse', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'recreation_facilities', 'spa_or_hot_tub', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'new_roof', 'clubhouse']",1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,464482.22580645164,464898.3
6576922180,sold,1954,0,0,0,0,single_family,0.0,0.0,58075.0,2023-08-28,2023-08-28 00:00:00,Columbia,South Carolina,29209,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203069.24,188072.4090909091
