,baths,type,sqft,central_air,community_outdoor_space,garage_2_or_more,community_security_features,farm,encoded_city,encoded_state,sold_price,sold_price,sold_price
464,2,7,-0.3841235853542967,1,0,0,0,0,-1.113534222914744,-1.1257027246837543,155000.0,155000.0,155000.0
465,3,6,-0.1433172250881665,1,0,1,0,0,-1.113534222914744,-1.1257027246837543,42900.0,42900.0,42900.0
466,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,19900.0,19900.0,19900.0
467,2,7,-0.3086327025724543,1,0,0,0,0,-1.113534222914744,-1.1257027246837543,42000.0,42000.0,42000.0
468,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,18900.0,18900.0,18900.0
469,2,7,-0.0095359138292053,1,1,1,0,0,-1.113534222914744,-1.1257027246837543,214000.0,214000.0,214000.0
470,0,10,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,3800.0,3800.0,3800.0
471,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,15900.0,15900.0,15900.0
472,2,7,0.5313228159748807,1,1,1,0,1,-1.113534222914744,-1.1257027246837543,300000.0,300000.0,300000.0
473,0,10,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,4500.0,4500.0,4500.0
474,0,10,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,5000.0,5000.0,5000.0
475,2,7,-0.0391589184651181,1,1,1,0,0,-1.113534222914744,-1.1257027246837543,250000.0,250000.0,250000.0
476,1,7,-0.4519698217784841,1,0,0,0,0,-1.113534222914744,-1.1257027246837543,94500.0,94500.0,94500.0
477,0,3,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,119900.0,119900.0,119900.0
478,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,359900.0,359900.0,359900.0
479,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,14900.0,14900.0,14900.0
480,1,7,-0.410879847606089,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,20700.0,20700.0,20700.0
481,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,5900.0,5900.0,5900.0
482,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,130000.0,130000.0,130000.0
483,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,68000.0,68000.0,68000.0
484,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,142000.0,142000.0,142000.0
485,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,207000.0,207000.0,207000.0
486,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,346001.0,346001.0,346001.0
487,2,1,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,32900.0,32900.0,32900.0
488,0,7,-0.3076771217777474,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,141000.0,141000.0,141000.0
489,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,10000.0,10000.0,10000.0
490,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,10000.0,10000.0,10000.0
491,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,230000.0,230000.0,230000.0
492,0,7,-1.607267002579085,0,0,0,0,0,-1.113534222914744,-1.1257027246837543,475000.0,475000.0,475000.0
493,1,7,2.8877850557220115,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,127000.0,127000.0,127000.0
494,1,7,-0.6535973694616328,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,231650.0,231650.0,231650.0
495,2,4,-0.3650119694601594,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,140000.0,140000.0,140000.0
496,2,7,0.2331816080263385,1,0,1,0,1,-0.5960926262140783,-0.606057996734999,269000.0,269000.0,269000.0
497,3,7,0.5886576636572927,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,315000.0,315000.0,315000.0
498,2,7,0.6631929656444282,1,0,1,1,0,-0.5960926262140783,-0.606057996734999,385000.0,385000.0,385000.0
499,2,4,-0.7128433787334585,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,161500.0,161500.0,161500.0
500,3,7,1.4888147722711602,0,0,1,0,0,-0.5960926262140783,-0.606057996734999,310000.0,310000.0,310000.0
501,3,7,0.2073809265692532,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,220000.0,220000.0,220000.0
502,1,7,-0.3076771217777474,0,0,1,0,0,-0.5960926262140783,-0.606057996734999,75000.0,75000.0,75000.0
503,2,7,-0.2168969462805952,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,220000.0,220000.0,220000.0
504,4,7,0.827552862334009,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,330000.0,330000.0,330000.0
505,3,7,0.8724651596852318,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,325000.0,325000.0,325000.0
506,1,4,-0.6402192383357367,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,69000.0,69000.0,69000.0
507,3,7,0.5389674623325357,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,281000.0,281000.0,281000.0
508,2,7,-0.5465723204544639,0,0,0,0,0,-0.5960926262140783,-0.606057996734999,85000.0,85000.0,85000.0
509,1,7,-0.5838399714480317,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,100000.0,100000.0,100000.0
510,1,7,0.1338012053768245,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,261000.0,261000.0,261000.0
511,3,4,0.4176087014047637,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,323000.0,323000.0,323000.0
512,1,7,-0.8189128469459206,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,92500.0,92500.0,92500.0
513,1,7,-0.6803536317134251,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,160000.0,160000.0,160000.0
514,4,7,0.7444173331945118,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,421000.0,421000.0,421000.0
515,3,7,1.2145630841902897,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,360000.0,360000.0,360000.0
516,1,7,-0.3745677774072281,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,280000.0,280000.0,280000.0
517,2,7,-0.275187374757714,1,0,1,0,1,-0.5960926262140783,-0.606057996734999,218829.0,218829.0,218829.0
518,2,7,-0.1901406840288029,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,143500.0,143500.0,143500.0
519,1,7,-0.609640652905117,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,165900.0,165900.0,165900.0
520,4,7,1.0119799557124345,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,530000.0,530000.0,530000.0
521,1,7,-0.6927761820446143,1,0,0,0,0,0.1078954867059731,-0.606057996734999,145000.0,145000.0,145000.0
522,2,7,-0.1165609628363743,1,0,1,1,0,-0.5960926262140783,-0.606057996734999,236000.0,236000.0,236000.0
523,0,7,-1.607267002579085,0,0,0,0,0,-0.5960926262140783,-0.606057996734999,162000.0,162000.0,162000.0
524,3,7,-0.1547841946246489,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,265000.0,265000.0,265000.0
525,1,7,-0.3631008078707456,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,158000.0,158000.0,158000.0
526,2,4,-0.0878935389951683,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,240000.0,240000.0,240000.0
527,1,7,-0.6153741376733582,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,322000.0,322000.0,322000.0
528,2,7,-0.1949185880023372,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,235000.0,235000.0,235000.0
529,0,7,-1.607267002579085,0,0,0,0,0,-0.5960926262140783,-0.606057996734999,294988.0,294988.0,294988.0
530,3,7,-0.4051463628378478,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,300000.0,300000.0,300000.0
531,2,7,0.4567875139877452,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,330000.0,330000.0,330000.0
532,0,7,-1.607267002579085,0,0,0,0,0,-0.5960926262140783,-0.606057996734999,349990.0,349990.0,349990.0
533,2,7,0.1624686292180305,0,0,1,0,0,-0.5960926262140783,-0.606057996734999,140000.0,140000.0,140000.0
534,4,6,0.1357123669662382,1,0,0,0,0,-0.5960926262140783,-0.606057996734999,210000.0,210000.0,210000.0
535,2,4,-0.1700734873399587,0,0,1,0,0,-0.5960926262140783,-0.606057996734999,163000.0,163000.0,163000.0
536,2,7,0.6020357947831888,1,0,1,1,1,-0.5960926262140783,-0.606057996734999,655000.0,655000.0,655000.0
537,3,7,1.6990425471066706,1,0,1,0,0,-0.5960926262140783,-0.606057996734999,340000.0,340000.0,340000.0
538,2,7,0.4099640550471087,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,263000.0,263000.0,263000.0
539,3,7,0.7444173331945118,0,1,1,0,0,-0.5023477051510207,-0.5119139342688136,299500.0,299500.0,299500.0
540,3,7,1.7372657788949453,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,115000.0,115000.0,115000.0
541,3,7,0.3707852424641272,0,1,1,0,0,-0.5023477051510207,-0.5119139342688136,290000.0,290000.0,290000.0
542,2,4,-0.1882295224393892,0,1,1,0,0,-0.5023477051510207,-0.5119139342688136,220000.0,220000.0,220000.0
543,3,7,2.218878499427205,0,1,1,0,1,-0.5023477051510207,-0.5119139342688136,412000.0,412000.0,412000.0
544,2,7,-0.1356725787305116,0,1,1,0,0,-0.5023477051510207,-0.5119139342688136,292000.0,292000.0,292000.0
545,4,7,0.9728011431294528,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,425000.0,425000.0,425000.0
546,2,7,-0.1796292952870274,0,1,0,0,1,-0.5023477051510207,-0.5119139342688136,275000.0,275000.0,275000.0
547,3,7,1.148628009355516,0,1,1,0,0,-0.5023477051510207,-0.5119139342688136,325000.0,325000.0,325000.0
548,1,7,-0.7816451959523528,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,35000.0,35000.0,35000.0
549,4,9,-1.607267002579085,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,345000.0,345000.0,345000.0
550,2,7,-0.4147021707849164,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,184900.0,184900.0,184900.0
551,2,7,1.2078740186273418,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,350000.0,350000.0,350000.0
552,1,7,-0.7472442873429057,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,60000.0,60000.0,60000.0
553,2,7,-0.0592261151539623,0,1,0,1,0,-0.5023477051510207,-0.5119139342688136,250000.0,250000.0,250000.0
554,2,7,-0.3554561615130907,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,164900.0,164900.0,164900.0
555,1,7,-0.8428023668135923,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,169900.0,169900.0,169900.0
556,5,7,1.8863363828692163,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,415000.0,415000.0,415000.0
557,2,7,-0.2656315668106453,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,195000.0,195000.0,195000.0
558,3,6,-0.1576509370087695,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,190000.0,190000.0,190000.0
559,2,7,0.9269332649835232,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,125000.0,125000.0,125000.0
560,2,7,0.2752271629934407,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,258000.0,258000.0,258000.0
561,1,7,0.0898444888203087,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,200000.0,200000.0,200000.0
562,3,7,1.8204013080344423,0,1,1,0,0,-0.5023477051510207,-0.5119139342688136,637500.0,637500.0,637500.0
563,2,1,-0.4127910091955026,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,179000.0,179000.0,179000.0
564,3,7,0.4300312517359529,0,0,1,0,0,-0.5023477051510207,-0.5119139342688136,318000.0,318000.0,318000.0
565,1,7,-0.4978376999244137,0,0,0,0,1,-0.5023477051510207,-0.5119139342688136,125000.0,125000.0,125000.0
566,1,7,-0.6516862078722191,0,0,0,0,1,-0.5023477051510207,-0.5119139342688136,125000.0,125000.0,125000.0
567,2,7,-0.3344333840295397,0,1,1,1,0,-0.5023477051510207,-0.5119139342688136,225000.0,225000.0,225000.0
568,1,7,-0.6516862078722191,0,0,0,0,1,-0.5023477051510207,-0.5119139342688136,138000.0,138000.0,138000.0
569,3,7,0.5905688252467064,0,1,1,0,1,-0.5023477051510207,-0.5119139342688136,260000.0,260000.0,260000.0
570,3,7,-0.1232500283993223,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,133000.0,133000.0,133000.0
571,2,7,-0.1652955833664244,0,0,0,0,1,-0.5023477051510207,-0.5119139342688136,205500.0,205500.0,205500.0
572,2,7,0.8055745040557512,0,1,1,0,1,-0.5023477051510207,-0.5119139342688136,405000.0,405000.0,405000.0
573,3,7,0.827552862334009,0,1,0,0,1,-0.5023477051510207,-0.5119139342688136,293000.0,293000.0,293000.0
574,4,9,0.3325620106758526,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,215000.0,215000.0,215000.0
575,2,7,-0.0974493469422369,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,245000.0,245000.0,245000.0
576,4,7,1.6283295682983627,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,340000.0,340000.0,340000.0
577,4,7,1.6722862848548783,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,430000.0,430000.0,430000.0
578,2,7,0.0726440345155851,0,1,0,0,0,-0.5023477051510207,-0.5119139342688136,175550.0,175550.0,175550.0
579,2,7,-0.2264527542276638,0,0,0,0,0,-0.5023477051510207,-0.5119139342688136,165000.0,165000.0,165000.0
580,2,7,-0.1977853303864578,0,1,0,1,0,-0.5023477051510207,-0.5119139342688136,253000.0,253000.0,253000.0
581,2,7,1.6436188610136724,0,1,0,0,1,-0.5023477051510207,-0.5119139342688136,1000000.0,1000000.0,1000000.0
582,5,7,2.1538990053871387,0,1,1,1,0,-0.5023477051510207,-0.5119139342688136,665000.0,665000.0,665000.0
583,2,7,-0.360234065486625,1,0,1,0,0,4.224029312880874,4.234586763353348,630000.0,630000.0,630000.0
584,2,4,-0.0592261151539623,0,1,0,0,0,4.224029312880874,4.234586763353348,760000.0,760000.0,760000.0
585,3,9,1.270942351077995,0,1,0,0,0,4.224029312880874,4.234586763353348,1220000.0,1220000.0,1220000.0
586,3,4,-0.1347169979358047,1,1,1,1,0,4.224029312880874,4.234586763353348,2125000.0,2125000.0,2125000.0
587,1,4,-0.9746725164831398,1,0,0,1,0,4.224029312880874,4.234586763353348,558000.0,558000.0,558000.0
588,3,9,0.8867988716058348,0,1,0,0,0,4.224029312880874,4.234586763353348,740000.0,740000.0,740000.0
589,1,4,-1.158144029066858,0,0,0,0,0,4.224029312880874,4.234586763353348,335000.0,335000.0,335000.0
590,1,4,-0.1767625529029068,1,1,1,1,0,4.224029312880874,4.234586763353348,1159000.0,1159000.0,1159000.0
591,2,4,-0.2216748502541295,1,0,0,0,0,4.224029312880874,4.234586763353348,1560000.0,1560000.0,1560000.0
592,2,4,-0.6373524959516161,1,1,0,0,0,4.224029312880874,4.234586763353348,637500.0,637500.0,637500.0
593,3,4,0.3316064298811457,1,0,0,1,0,4.224029312880874,4.234586763353348,1925000.0,1925000.0,1925000.0
594,1,4,-0.9928285515825702,0,0,0,1,0,4.224029312880874,4.234586763353348,610000.0,610000.0,610000.0
595,3,9,1.2594753815415125,0,1,0,0,0,4.224029312880874,4.234586763353348,825000.0,825000.0,825000.0
596,3,9,1.8337794391603388,0,1,0,0,0,4.224029312880874,4.234586763353348,891000.0,891000.0,891000.0
597,1,4,-1.1046315045632735,1,0,0,0,0,4.224029312880874,4.234586763353348,360000.0,360000.0,360000.0
598,1,7,-0.6019960065474621,0,1,0,0,0,4.224029312880874,4.234586763353348,400000.0,400000.0,400000.0
599,1,4,-0.7663559032370431,1,1,0,1,0,4.224029312880874,4.234586763353348,910000.0,910000.0,910000.0
600,0,4,-1.607267002579085,0,0,0,0,0,4.224029312880874,4.234586763353348,40000.0,40000.0,40000.0
601,6,9,3.6216711060568847,0,1,0,0,0,4.224029312880874,4.234586763353348,2350000.0,2350000.0,2350000.0
602,1,7,-0.652641788666926,0,0,0,0,1,4.224029312880874,4.234586763353348,621000.0,621000.0,621000.0
603,2,4,-0.5255495429709128,1,0,0,1,0,4.224029312880874,4.234586763353348,1100000.0,1100000.0,1100000.0
604,2,4,0.0153091868331731,0,1,0,0,0,4.224029312880874,4.234586763353348,1437500.0,1437500.0,1437500.0
605,1,4,-0.8026679734359039,0,0,0,1,0,4.224029312880874,4.234586763353348,1279000.0,1279000.0,1279000.0
606,2,9,0.777862661009252,0,0,1,0,0,4.224029312880874,4.234586763353348,1000000.0,1000000.0,1000000.0
607,2,7,0.1223342358403421,0,1,0,0,0,4.224029312880874,4.234586763353348,589000.0,589000.0,589000.0
608,1,4,-0.8514025939659541,0,0,0,0,0,4.224029312880874,4.234586763353348,420000.0,420000.0,420000.0
609,1,4,-0.5991292641633416,0,1,0,0,0,4.224029312880874,4.234586763353348,550000.0,550000.0,550000.0
610,3,7,1.2250744729320653,0,1,0,0,0,4.224029312880874,4.234586763353348,670000.0,670000.0,670000.0
611,1,4,-0.7644447416476293,0,0,0,0,0,4.224029312880874,4.234586763353348,490000.0,490000.0,490000.0
612,2,4,-0.424257978731985,0,1,0,0,0,4.224029312880874,4.234586763353348,585000.0,585000.0,585000.0
613,3,4,-0.1796292952870274,1,0,1,1,0,4.224029312880874,4.234586763353348,2300000.0,2300000.0,2300000.0
614,4,7,1.805112015319133,1,1,1,0,0,4.224029312880874,4.234586763353348,1760000.0,1760000.0,1760000.0
615,2,7,-0.3898570701225379,0,0,0,0,0,4.224029312880874,4.234586763353348,556000.0,556000.0,556000.0
616,1,4,-0.6297078495939612,0,1,0,1,0,4.224029312880874,4.234586763353348,485000.0,485000.0,485000.0
617,3,4,-0.3086327025724543,1,1,0,0,0,4.224029312880874,4.234586763353348,665000.0,665000.0,665000.0
618,3,4,0.1510016596815481,1,0,0,1,0,4.224029312880874,4.234586763353348,2100000.0,2100000.0,2100000.0
619,1,4,-0.9039595376748316,1,0,0,1,0,4.224029312880874,4.234586763353348,560000.0,560000.0,560000.0
620,1,4,-0.8523581747606609,0,1,0,1,0,4.224029312880874,4.234586763353348,770000.0,770000.0,770000.0
621,2,4,-0.4605700489308459,1,1,0,0,0,4.224029312880874,4.234586763353348,675000.0,675000.0,675000.0
622,4,9,3.284351085525361,0,1,0,0,0,4.224029312880874,4.234586763353348,1100000.0,1100000.0,1100000.0
623,4,9,2.60493314048878,1,1,0,0,0,4.224029312880874,4.234586763353348,1000000.0,1000000.0,1000000.0
624,3,9,2.3058363517455303,0,1,0,0,0,4.224029312880874,4.234586763353348,1465000.0,1465000.0,1465000.0
625,4,9,1.2136075033955829,0,0,0,0,0,4.224029312880874,4.234586763353348,1690000.0,1690000.0,1690000.0
626,4,6,1.0301359908118646,0,0,0,0,0,1.5766674707538448,1.575953145558146,1500000.0,1500000.0,1500000.0
627,0,9,1.0301359908118646,0,0,0,0,0,1.5766674707538448,1.575953145558146,1500000.0,1500000.0,1500000.0
628,2,4,0.251337643125769,1,0,0,0,0,1.5766674707538448,1.575953145558146,635000.0,635000.0,635000.0
629,3,4,-0.040114499259825,1,0,0,0,0,1.5766674707538448,1.575953145558146,375000.0,375000.0,375000.0
630,2,7,-0.0668707615116172,1,0,0,0,0,1.5766674707538448,1.575953145558146,433000.0,433000.0,433000.0
631,0,10,-1.607267002579085,0,0,0,0,0,1.5766674707538448,1.575953145558146,224825.0,224825.0,224825.0
632,3,7,1.0435141219377608,1,0,1,0,0,1.5766674707538448,1.575953145558146,810000.0,810000.0,810000.0
633,3,7,0.4606098371665726,1,0,0,0,0,1.5766674707538448,1.575953145558146,599000.0,599000.0,599000.0
634,4,7,2.3564821338649944,1,0,0,0,0,1.5766674707538448,1.575953145558146,777000.0,777000.0,777000.0
635,3,7,0.6670152888232557,1,0,1,0,0,1.5766674707538448,1.575953145558146,460000.0,460000.0,460000.0
636,3,4,-0.0592261151539623,1,0,0,0,0,1.5766674707538448,1.575953145558146,289900.0,289900.0,289900.0
637,2,7,0.0076645404755182,1,0,0,0,0,1.5766674707538448,1.575953145558146,625000.0,625000.0,625000.0
638,3,6,-0.0315142721074632,1,0,0,0,0,1.5766674707538448,1.575953145558146,380000.0,380000.0,380000.0
639,2,7,0.158646306039203,1,0,0,0,0,1.5766674707538448,1.575953145558146,985000.0,985000.0,985000.0
640,2,7,-0.3917682317119516,1,0,0,0,0,1.5766674707538448,1.575953145558146,555000.0,555000.0,555000.0
641,2,7,0.0296428987537761,0,0,0,0,0,1.5766674707538448,1.575953145558146,452500.0,452500.0,452500.0
642,2,6,-0.4280803019108125,1,0,0,0,0,1.5766674707538448,1.575953145558146,410000.0,410000.0,410000.0
643,3,7,2.023940017307005,1,0,0,0,0,1.5766674707538448,1.575953145558146,555000.0,555000.0,555000.0
644,4,6,1.2403637656473752,1,0,1,0,0,1.5766674707538448,1.575953145558146,580000.0,580000.0,580000.0
645,3,6,-0.1566953562140626,1,0,0,0,0,1.5766674707538448,1.575953145558146,370000.0,370000.0,370000.0
646,2,7,-0.5561281284015326,1,0,0,0,0,1.5766674707538448,1.575953145558146,450000.0,450000.0,450000.0
647,2,4,-0.1003160893263575,1,0,0,0,0,1.5766674707538448,1.575953145558146,372500.0,372500.0,372500.0
648,3,7,0.686126904717393,1,0,0,0,0,1.5766674707538448,1.575953145558146,700000.0,700000.0,700000.0
649,2,6,-0.5695062595274286,1,0,0,0,0,1.5766674707538448,1.575953145558146,314000.0,314000.0,314000.0
650,4,4,0.4051861510735744,1,0,0,0,0,1.5766674707538448,1.575953145558146,459900.0,459900.0,459900.0
651,3,6,0.0611770649791027,1,0,0,0,0,1.5766674707538448,1.575953145558146,365000.0,365000.0,365000.0
652,3,7,0.8734207404799387,1,0,1,0,0,1.5766674707538448,1.575953145558146,565000.0,565000.0,565000.0
653,4,7,2.611622206051728,1,0,1,0,0,1.5766674707538448,1.575953145558146,850000.0,850000.0,850000.0
654,2,7,-0.1490507098564077,1,0,0,0,0,1.5766674707538448,1.575953145558146,450000.0,450000.0,450000.0
655,3,7,0.7176610709427196,1,0,1,0,1,1.5766674707538448,1.575953145558146,1195000.0,1195000.0,1195000.0
656,2,4,-0.55995045158036,1,0,0,0,0,1.5766674707538448,1.575953145558146,219000.0,219000.0,219000.0
657,2,4,-0.3841235853542967,1,0,0,0,0,1.5766674707538448,1.575953145558146,518444.0,518444.0,518444.0
658,2,4,-0.5016600231032412,1,0,0,0,0,1.5766674707538448,1.575953145558146,395000.0,395000.0,395000.0
659,2,7,0.1701132755756854,1,0,0,0,0,1.5766674707538448,1.575953145558146,430000.0,430000.0,430000.0
660,5,7,3.9026118597007033,1,0,1,0,0,1.5766674707538448,1.575953145558146,895000.0,895000.0,895000.0
661,3,7,0.3191838795499565,1,0,0,0,0,1.5766674707538448,1.575953145558146,600000.0,600000.0,600000.0
662,2,4,-0.6363969151569093,1,0,0,0,0,1.5766674707538448,1.575953145558146,287500.0,287500.0,287500.0
663,2,4,-0.2780541171418346,1,0,0,0,0,1.5766674707538448,1.575953145558146,999999.0,999999.0,999999.0
664,3,6,0.3918080199476783,1,0,0,0,0,1.5766674707538448,1.575953145558146,520000.0,520000.0,520000.0
665,1,7,0.8581314477646288,1,0,0,0,0,1.5766674707538448,1.575953145558146,430000.0,430000.0,430000.0
666,3,7,-0.0878935389951683,1,0,1,0,0,1.5766674707538448,1.575953145558146,550000.0,550000.0,550000.0
667,2,4,-0.5532613860174119,1,0,0,0,0,1.5766674707538448,1.575953145558146,343000.0,343000.0,343000.0
668,2,7,-0.1165609628363743,1,0,0,0,0,1.5766674707538448,1.575953145558146,420000.0,420000.0,420000.0
669,2,6,-0.3067215409830405,1,0,0,0,0,1.5766674707538448,1.575953145558146,999999.0,999999.0,999999.0
670,1,4,-0.787378680720594,1,0,0,0,0,1.5766674707538448,1.575953145558146,230000.0,230000.0,230000.0
671,1,7,-0.745333125753492,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,32500.0,32500.0,32500.0
672,1,7,-0.6564641118457535,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,132500.0,132500.0,132500.0
673,2,7,-0.666975500587529,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,108000.0,108000.0,108000.0
674,4,7,2.6068443020781933,1,1,0,1,0,-1.0235987202208183,-1.0353843000957237,402000.0,402000.0,402000.0
675,1,7,-0.6516862078722191,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,26000.0,26000.0,26000.0
676,2,7,-1.607267002579085,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,163000.0,163000.0,163000.0
677,1,7,-0.6249299456204269,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,140000.0,140000.0,140000.0
678,2,7,0.2599378702781308,1,1,0,0,1,-1.0235987202208183,-1.0353843000957237,300000.0,300000.0,300000.0
679,1,7,-0.8122237813829726,1,1,0,0,0,-1.0235987202208183,-1.0353843000957237,110000.0,110000.0,110000.0
680,3,7,-0.6373524959516161,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,175100.0,175100.0,175100.0
681,1,1,-1.607267002579085,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,9900.0,9900.0,9900.0
682,2,7,-0.6899094396604938,1,1,0,0,1,-1.0235987202208183,-1.0353843000957237,204000.0,204000.0,204000.0
683,3,7,0.905910487499972,1,1,0,0,0,-1.0235987202208183,-1.0353843000957237,310000.0,310000.0,310000.0
684,1,7,-0.6440415615145642,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,162450.0,162450.0,162450.0
685,3,7,1.454413863661713,1,1,0,0,1,-1.0235987202208183,-1.0353843000957237,315000.0,315000.0,315000.0
686,2,7,-0.3134106065459886,1,1,0,1,0,-1.0235987202208183,-1.0353843000957237,130000.0,130000.0,130000.0
687,2,7,0.2284037040528042,1,1,0,1,0,-1.0235987202208183,-1.0353843000957237,197000.0,197000.0,197000.0
688,1,7,-1.0109845866820006,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,89900.0,89900.0,89900.0
689,3,7,-1.607267002579085,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,159900.0,159900.0,159900.0
690,2,7,-0.0362921760809975,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,148800.0,148800.0,148800.0
691,1,7,-0.8676474674759708,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,75000.0,75000.0,75000.0
692,1,7,-0.8313353972771099,0,0,0,0,0,-1.0235987202208183,-1.0353843000957237,62500.0,62500.0,62500.0
693,2,7,-0.2293194966117844,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,69000.0,69000.0,69000.0
694,1,7,-0.9765836780725536,0,1,0,0,0,-1.0235987202208183,-1.0353843000957237,79900.0,79900.0,79900.0
695,2,7,-0.2073411383335265,1,1,0,0,1,-1.0235987202208183,-1.0353843000957237,125000.0,125000.0,125000.0
696,1,7,0.1930472146486502,0,1,0,0,1,-1.0235987202208183,-1.0353843000957237,106900.0,106900.0,106900.0
697,3,7,0.699505035843289,1,1,0,1,0,-1.0235987202208183,-1.0353843000957237,330000.0,330000.0,330000.0
698,5,7,3.120946769630487,1,1,0,0,0,-1.0235987202208183,-1.0353843000957237,480000.0,480000.0,480000.0
699,2,7,0.6622373848497213,1,0,0,0,0,-1.0235987202208183,-1.0353843000957237,185000.0,185000.0,185000.0
